symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
BLK,2020-04-03 00:00:00+00:00,418.07,432.98,411.03,426.71,612639,375.5423202837,388.9356180458,369.218456015,383.3034264316,612639,0.0,1.0
BLK,2020-04-06 00:00:00+00:00,449.52,452.98,433.4,442.01,957936,403.7931059725,406.9011415363,389.3128940391,397.0470519018,957936,0.0,1.0
BLK,2020-04-07 00:00:00+00:00,443.12,469.07,441.98,469.0,831062,398.0441384555,421.3544051844,397.0201036165,421.2915258522,831062,0.0,1.0
BLK,2020-04-08 00:00:00+00:00,450.97,455.64,441.63,445.81,772250,405.0956064255,409.2905561606,396.7057069555,400.460501365,772250,0.0,1.0
BLK,2020-04-09 00:00:00+00:00,471.42,478.69,458.43,460.0,1154646,423.4653541946,429.9958219834,411.7967466875,413.2070402815,1154646,0.0,1.0
BLK,2020-04-13 00:00:00+00:00,452.39,470.24,449.25,468.86,689030,406.3711585934,422.4053883086,403.5505714053,421.1657671878,689030,0.0,1.0
BLK,2020-04-14 00:00:00+00:00,458.03,467.99,456.48,466.79,566294,411.4374362177,420.3842669159,410.0451081472,419.3063355065,566294,0.0,1.0
BLK,2020-04-15 00:00:00+00:00,443.07,451.0,440.0,442.49,590381,397.9992246468,405.1225547108,395.241516791,397.4782244656,590381,0.0,1.0
BLK,2020-04-16 00:00:00+00:00,458.99,462.85,444.84,445.19,762665,412.2997813452,415.7671273789,399.5891734757,399.9035701368,762665,0.0,1.0
BLK,2020-04-17 00:00:00+00:00,476.87,484.69,469.35,476.32,977237,428.3609593457,435.3854790305,421.6059225133,427.8669074497,977237,0.0,1.0
BLK,2020-04-20 00:00:00+00:00,470.8,475.24,464.15,467.84,589479,422.9084229664,426.8967691812,416.9348864058,420.2495254898,589479,0.0,1.0
BLK,2020-04-21 00:00:00+00:00,474.37,477.62,453.33,460.07,1200721,426.1152689094,429.0346664766,407.2155381974,413.2699196137,1200721,0.0,1.0
BLK,2020-04-22 00:00:00+00:00,481.0,487.88,475.54,484.32,842756,432.0708399465,438.2509800272,427.1662520336,435.0531168459,842756,0.0,1.0
BLK,2020-04-23 00:00:00+00:00,471.2,484.76,469.31,481.32,512342,423.2677334362,435.4483583627,421.5699914663,432.3582883224,512342,0.0,1.0
BLK,2020-04-24 00:00:00+00:00,475.14,476.03,469.64,476.03,517632,426.8069415638,427.6064073591,421.8664226039,427.6064073591,517632,0.0,1.0
BLK,2020-04-27 00:00:00+00:00,496.65,498.15,477.06,481.07,613914,446.1288620778,447.4762763396,428.5316318189,432.1337192787,613914,0.0,1.0
BLK,2020-04-28 00:00:00+00:00,497.77,510.79,494.76,508.07,655696,447.1349313933,458.8304871856,444.431120108,456.3871759909,655696,0.0,1.0
BLK,2020-04-29 00:00:00+00:00,511.39,516.0,500.59,510.67,637958,459.3694528903,463.5105060549,449.6680702055,458.7226940447,637958,0.0,1.0
BLK,2020-04-30 00:00:00+00:00,502.04,507.94,497.81,501.24,580322,450.9705706585,456.2704000882,447.1708624403,450.2519497189,580322,0.0,1.0
BLK,2020-05-01 00:00:00+00:00,484.16,492.47,483.15,491.42,526302,434.909392658,442.3740676683,434.0021337217,441.4308776851,526302,0.0,1.0
BLK,2020-05-04 00:00:00+00:00,481.51,483.71,473.11,479.0,634889,432.5289607955,434.5051683795,424.9834409295,430.2742875975,634889,0.0,1.0
BLK,2020-05-05 00:00:00+00:00,485.49,493.73,484.88,488.11,525859,436.1040999701,443.5058956482,435.5561515037,438.4575835474,525859,0.0,1.0
BLK,2020-05-06 00:00:00+00:00,483.4,491.7,476.67,489.73,520854,434.2267027654,441.6823950139,428.1813041108,439.9127909501,520854,0.0,1.0
BLK,2020-05-07 00:00:00+00:00,497.39,502.81,493.33,494.87,537079,446.793586447,451.6622433129,443.1465851784,444.5299304872,537079,0.0,1.0
BLK,2020-05-08 00:00:00+00:00,498.78,506.0,496.62,505.53,450459,448.0421903296,454.5277443096,446.1019137926,454.1055545076,450459,0.0,1.0
BLK,2020-05-11 00:00:00+00:00,493.11,497.18,488.64,492.27,693611,442.94896442,446.6049484503,438.9336699199,442.1944124334,693611,0.0,1.0
BLK,2020-05-12 00:00:00+00:00,454.44,473.34,451.35,472.83,3493869,408.2126247511,425.1900444497,405.4369513718,424.7319236006,3493869,0.0,1.0
BLK,2020-05-13 00:00:00+00:00,485.8,491.78,456.5,459.99,9666075,436.3825655842,441.7542571079,410.0630736706,413.1980575197,9666075,0.0,1.0
BLK,2020-05-14 00:00:00+00:00,498.2,500.14,471.45,481.0,11802444,447.5211901483,449.2638459269,423.4923024798,432.0708399465,11802444,0.0,1.0
BLK,2020-05-15 00:00:00+00:00,513.73,515.59,490.52,495.0,5957000,461.4714191387,463.1422128233,440.622429128,444.6467063899,5957000,0.0,1.0
BLK,2020-05-18 00:00:00+00:00,516.43,528.79,514.59,519.0,5587161,463.8967648099,474.9994583271,462.2439366488,466.2053345785,5587161,0.0,1.0
BLK,2020-05-19 00:00:00+00:00,501.2,515.58,498.83,512.46,2099670,450.2160186719,463.1332300616,448.0871041383,460.3306083971,2099670,0.0,1.0
BLK,2020-05-20 00:00:00+00:00,508.74,513.0,503.46,509.56,1496417,456.9890210278,460.8156775313,452.2461228263,457.7256074909,1496417,0.0,1.0
BLK,2020-05-21 00:00:00+00:00,508.51,509.63,504.15,508.08,1007643,456.7824175077,457.7884868232,452.8659333868,456.3961587526,1007643,0.0,1.0
BLK,2020-05-22 00:00:00+00:00,513.3,513.57,503.0,506.0,632652,461.0851603837,461.3276949508,451.8329157861,454.5277443096,632652,0.0,1.0
BLK,2020-05-26 00:00:00+00:00,523.63,530.15,521.41,525.0,1064301,470.3643532665,476.2211139244,468.3701801591,471.5949916256,1064301,0.0,1.0
BLK,2020-05-27 00:00:00+00:00,536.4,537.35,525.33,536.25,1182102,481.8353400152,482.688702381,471.8914227632,481.700598589,1182102,0.0,1.0
BLK,2020-05-28 00:00:00+00:00,536.84,550.0,535.01,548.48,1132808,482.230581532,494.0518959887,480.5867361326,492.6865162035,1132808,0.0,1.0
BLK,2020-05-29 00:00:00+00:00,528.64,534.5,520.55,530.69,1159261,474.8647169009,480.1286152836,467.597662649,476.7061830587,1159261,0.0,1.0
BLK,2020-06-01 00:00:00+00:00,538.23,543.11,526.73,528.0,668000,483.4791854146,487.8627731463,473.1490094075,474.2898201492,668000,0.0,1.0
BLK,2020-06-02 00:00:00+00:00,541.34,547.77,538.43,544.4,846800,486.2728243173,492.0487401195,483.6588406495,489.0215494114,846800,0.0,1.0
BLK,2020-06-03 00:00:00+00:00,547.71,551.94,542.81,550.0,1071456,491.9948435491,495.7945517673,487.5932902939,494.0518959887,1071456,0.0,1.0
BLK,2020-06-04 00:00:00+00:00,546.19,548.14,540.0,541.93,913438,493.8902062773,495.6534862756,488.2929225906,490.0381176658,913438,3.63,1.0
BLK,2020-06-05 00:00:00+00:00,556.53,562.09,551.62,558.0,1438048,503.2401114988,508.2677201092,498.8002628878,504.5693533436,1438048,0.0,1.0
BLK,2020-06-08 00:00:00+00:00,557.33,561.92,550.55,557.22,1133434,503.9635084211,508.1139982632,497.8327195042,503.8640413443,1133434,0.0,1.0
BLK,2020-06-09 00:00:00+00:00,558.06,562.5,546.95,547.97,850867,504.6236081128,508.6384610319,494.5774333536,495.4997644296,850867,0.0,1.0
BLK,2020-06-10 00:00:00+00:00,558.06,567.58,555.63,559.45,777084,504.6236081128,513.2320314888,502.4262899611,505.8805102654,777084,0.0,1.0
BLK,2020-06-11 00:00:00+00:00,525.21,548.67,521.14,544.07,1250839,474.9191219885,496.1327367366,471.238840146,491.9732044331,1250839,0.0,1.0
BLK,2020-06-12 00:00:00+00:00,527.04,539.13,516.1,538.4,1065579,476.5738924484,487.5062284375,466.6814395352,486.8461287459,1065579,0.0,1.0
BLK,2020-06-15 00:00:00+00:00,543.03,549.59,515.72,518.23,1242721,491.032788434,496.9646431973,466.3378259971,468.607483841,1242721,0.0,1.0
BLK,2020-06-16 00:00:00+00:00,550.4,558.9,539.35,558.9,826879,497.6970825812,505.3831748813,487.7051625912,505.3831748813,826879,0.0,1.0
BLK,2020-06-17 00:00:00+00:00,555.23,561.5,552.8,554.96,704567,502.0645914999,507.7342148789,499.8672733483,501.8204450387,704567,0.0,1.0
BLK,2020-06-18 00:00:00+00:00,556.77,558.35,548.53,549.87,531772,503.4571305755,504.8858394971,496.0061422752,497.2178321202,531772,0.0,1.0
BLK,2020-06-19 00:00:00+00:00,555.37,566.98,546.85,566.98,1875182,502.1911859614,512.6894837971,494.4870087383,512.6894837971,1875182,0.0,1.0
BLK,2020-06-22 00:00:00+00:00,553.21,558.57,548.59,550.77,478591,500.238014271,505.0847736508,496.0603970444,498.0316536578,478591,0.0,1.0
BLK,2020-06-23 00:00:00+00:00,554.65,561.99,553.21,560.0,605921,501.5401287312,508.1772954939,500.238014271,506.3778456495,605921,0.0,1.0
BLK,2020-06-24 00:00:00+00:00,538.57,551.9,536.24,548.65,868760,486.9998505919,499.0534518106,484.8929570555,496.1146518136,868760,0.0,1.0
BLK,2020-06-25 00:00:00+00:00,546.97,550.4,532.75,537.77,713869,494.5955182766,497.6970825812,481.7371379817,486.2764536695,713869,0.0,1.0
BLK,2020-06-26 00:00:00+00:00,534.85,544.42,528.63,542.11,1167761,483.6360549029,492.2896905866,478.0116438316,490.2008819733,1167761,0.0,1.0
BLK,2020-06-29 00:00:00+00:00,532.87,540.57,530.99,540.0,774366,481.8456475201,488.8083428978,480.1456647525,488.2929225906,774366,0.0,1.0
BLK,2020-06-30 00:00:00+00:00,544.09,545.98,533.97,533.97,1067091,491.9912893561,493.7003145852,482.8403182883,482.8403182883,1067091,0.0,1.0
BLK,2020-07-01 00:00:00+00:00,544.32,546.48,537.46,544.29,548947,492.1992659713,494.1524376617,485.9961373621,492.1721385867,548947,0.0,1.0
BLK,2020-07-02 00:00:00+00:00,551.77,560.56,548.62,555.48,741945,498.9358998108,506.8842234951,496.087524429,502.2906530382,741945,0.0,1.0
BLK,2020-07-06 00:00:00+00:00,557.55,564.4,557.09,560.0,703095,504.1624425748,510.3565287225,503.7464893444,506.3778456495,703095,0.0,1.0
BLK,2020-07-07 00:00:00+00:00,549.23,560.47,549.16,553.37,557308,496.6391145823,506.8028413414,496.5758173516,500.3826936555,557308,0.0,1.0
BLK,2020-07-08 00:00:00+00:00,557.61,559.94,549.49,551.01,435744,504.216697344,506.3235908803,496.874218582,498.2486727345,435744,0.0,1.0
BLK,2020-07-09 00:00:00+00:00,549.44,557.47,544.26,554.46,462697,496.8290062744,504.0901028825,492.1450112021,501.3683219622,462697,0.0,1.0
BLK,2020-07-10 00:00:00+00:00,554.08,555.92,546.78,550.53,489467,501.0247084241,502.6885213455,494.4237115076,497.8146345811,489467,0.0,1.0
BLK,2020-07-13 00:00:00+00:00,552.56,565.23,552.0,558.2,786402,499.6502542716,511.1070530294,499.1438764259,504.7502025742,786402,0.0,1.0
BLK,2020-07-14 00:00:00+00:00,561.33,562.51,551.46,552.76,566729,507.5804930329,508.6475034934,498.6555835033,499.8311035022,566729,0.0,1.0
BLK,2020-07-15 00:00:00+00:00,568.59,573.0,560.24,572.28,767602,514.1453201033,518.1330456378,506.5948647262,517.4819884077,767602,0.0,1.0
BLK,2020-07-16 00:00:00+00:00,566.96,569.76,563.12,565.3,728949,512.671398874,515.2032881022,509.1990936467,511.1703502601,728949,0.0,1.0
BLK,2020-07-17 00:00:00+00:00,587.72,592.48,572.65,578.35,1150195,531.4435490091,535.7477606972,517.8165594843,522.970762556,1150195,0.0,1.0
BLK,2020-07-20 00:00:00+00:00,579.6,585.0,577.13,580.22,706701,524.1010702472,528.9839994731,521.8675822495,524.6617028621,706701,0.0,1.0
BLK,2020-07-21 00:00:00+00:00,580.0,584.75,578.29,584.75,523035,524.4627687084,528.7579379349,522.9165077869,528.7579379349,523035,0.0,1.0
BLK,2020-07-22 00:00:00+00:00,582.54,586.62,577.98,580.33,460500,526.7595539369,530.4488782409,522.6361914795,524.7611699389,460500,0.0,1.0
BLK,2020-07-23 00:00:00+00:00,578.15,585.0533,575.2197,580.31,453666,522.7899133255,529.0321957931,520.1402008235,524.7430850158,453666,0.0,1.0
BLK,2020-07-24 00:00:00+00:00,570.62,578.0,567.66,578.0,421653,515.9809397938,522.6542764025,513.3043711811,522.6542764025,421653,0.0,1.0
BLK,2020-07-27 00:00:00+00:00,575.33,578.275,565.345,568.73,618478,520.2399391742,522.9029440946,511.211041337,514.2719145647,618478,0.0,1.0
BLK,2020-07-28 00:00:00+00:00,570.7,574.19,569.0001,572.9,488884,516.053279486,519.2090985598,514.5161514506,518.0426210225,488884,0.0,1.0
BLK,2020-07-29 00:00:00+00:00,577.6,580.21,569.75,569.75,724859,522.2925779413,524.6526604005,515.1942456407,515.1942456407,724859,0.0,1.0
BLK,2020-07-30 00:00:00+00:00,573.09,573.09,564.0,569.31,341204,518.2144277916,518.2144277916,509.9948302613,514.7963773334,341204,0.0,1.0
BLK,2020-07-31 00:00:00+00:00,575.01,575.32,566.68,572.33,375919,519.9505804052,520.2308967126,512.4182099512,517.5272007153,375919,0.0,1.0
BLK,2020-08-03 00:00:00+00:00,579.95,583.55,577.31,579.35,496428,524.4175564008,527.6728425514,522.030346557,523.875008709,496428,0.0,1.0
BLK,2020-08-04 00:00:00+00:00,571.04,575.69,567.93,573.65,513122,516.360723178,520.5654677892,513.5485176424,518.7208056372,513122,0.0,1.0
BLK,2020-08-05 00:00:00+00:00,582.15,584.92,573.23,576.71,465847,526.4068979372,528.9116597809,518.341022253,521.4877988652,465847,0.0,1.0
BLK,2020-08-06 00:00:00+00:00,582.23,583.345,575.0664,579.96,454988,526.4792376295,527.48747209,520.0015798882,524.4265988623,454988,0.0,1.0
BLK,2020-08-07 00:00:00+00:00,588.19,588.34,579.42,582.67,469919,531.868544701,532.004181624,523.9383059397,526.8771059368,469919,0.0,1.0
BLK,2020-08-10 00:00:00+00:00,580.2,587.155,579.67,586.21,465750,524.643617939,530.9326499327,524.1643674779,530.0781373182,465750,0.0,1.0
BLK,2020-08-11 00:00:00+00:00,586.64,596.51,583.33,585.3,576823,530.466963164,539.3918726935,527.4739083977,529.255273319,576823,0.0,1.0
BLK,2020-08-12 00:00:00+00:00,590.24,605.72,584.395,592.14,612238,533.7222493146,547.7199797622,528.4369305506,535.4403170052,612238,0.0,1.0
BLK,2020-08-13 00:00:00+00:00,589.56,595.305,586.72,586.72,359708,533.1073619306,538.3022560792,530.5393028562,530.5393028562,359708,0.0,1.0
BLK,2020-08-14 00:00:00+00:00,588.46,592.46,584.06,588.61,316659,532.1126911623,535.7296757741,528.1340080894,532.2483280853,316659,0.0,1.0
BLK,2020-08-17 00:00:00+00:00,592.03,595.545,587.89,590.93,400083,535.3408499283,538.5192751559,531.5972708551,534.3461791601,400083,0.0,1.0
BLK,2020-08-18 00:00:00+00:00,589.21,594.76,588.8,591.09,456208,532.790875777,537.8094419259,532.4201348543,534.4908585446,456208,0.0,1.0
BLK,2020-08-19 00:00:00+00:00,589.75,595.55,588.8,592.33,418702,533.2791686996,538.5237963867,532.4201348543,535.6121237742,418702,0.0,1.0
BLK,2020-08-20 00:00:00+00:00,583.36,588.26,581.04,584.88,552425,527.5010357823,531.9318419317,525.4031847075,528.8754899348,552425,0.0,1.0
BLK,2020-08-21 00:00:00+00:00,584.04,588.0,581.93,585.41,418462,528.1159231663,531.696737932,526.2079637836,529.3547403958,418462,0.0,1.0
BLK,2020-08-24 00:00:00+00:00,591.45,591.69,584.29,587.38,381634,534.8163871596,535.0334062363,528.3419847045,531.1361053171,381634,0.0,1.0
BLK,2020-08-25 00:00:00+00:00,591.15,594.6,590.12,594.45,373289,534.5451133138,537.6647625414,533.6137397762,537.5291256185,373289,0.0,1.0
BLK,2020-08-26 00:00:00+00:00,592.1,595.7,587.9,591.46,540161,535.4041471591,538.6594333097,531.6063133167,534.8254296212,540161,0.0,1.0
BLK,2020-08-27 00:00:00+00:00,594.98,598.9,591.99,592.94,428904,538.0083760795,541.5530209991,535.3046800822,536.1637139275,428904,0.0,1.0
BLK,2020-08-28 00:00:00+00:00,601.06,601.31,592.09,595.61,436069,543.5061926894,543.7322542277,535.3951046975,538.5780511559,436069,0.0,1.0
BLK,2020-08-31 00:00:00+00:00,594.19,604.08,593.67,602.52,581734,537.2940216187,546.2370160713,536.8238136192,544.8263920727,581734,0.0,1.0
BLK,2020-09-01 00:00:00+00:00,596.24,601.02,593.15,594.74,402818,539.1477262322,543.4700228433,536.3536056196,537.7913570028,402818,0.0,1.0
BLK,2020-09-02 00:00:00+00:00,608.0,609.69,594.19,597.74,684165,549.7816609909,551.3098369894,537.2940216187,540.5040954617,684165,0.0,1.0
BLK,2020-09-03 00:00:00+00:00,579.12,605.4496,573.7,604.13,739198,526.949445629,550.9071195543,522.0177112815,549.7063969261,739198,3.63,1.0
BLK,2020-09-04 00:00:00+00:00,564.63,584.09,557.86,581.81,822107,513.7647905192,531.4717186377,507.6046721553,529.397114521,822107,0.0,1.0
BLK,2020-09-08 00:00:00+00:00,552.54,560.77,548.0,559.99,837193,502.7639292165,510.2525221463,498.6329192649,509.5427891591,837193,0.0,1.0
BLK,2020-09-09 00:00:00+00:00,560.18,564.1,555.33,561.62,830507,509.7156728354,513.2825360535,505.3025895171,511.0259491196,830507,0.0,1.0
BLK,2020-09-10 00:00:00+00:00,543.31,561.96,541.21,561.64,891033,494.3654222004,511.335319909,492.4546026193,511.0441474014,891033,0.0,1.0
BLK,2020-09-11 00:00:00+00:00,541.2,547.45,537.86,544.48,660875,492.4455034784,498.1324665175,489.4063904303,495.4300216813,660875,0.0,1.0
BLK,2020-09-14 00:00:00+00:00,547.38,553.21,543.27,545.04,631447,498.0687725314,503.3735716543,494.329025637,495.9395735696,631447,0.0,1.0
BLK,2020-09-15 00:00:00+00:00,548.16,553.43,547.28,553.11,626477,498.7785055187,503.5737527533,497.9777811228,503.2825802457,626477,0.0,1.0
BLK,2020-09-16 00:00:00+00:00,561.73,566.88,548.8,551.82,1004027,511.1260396691,515.8120972133,499.3608505339,502.1087910744,1004027,0.0,1.0
BLK,2020-09-17 00:00:00+00:00,548.41,555.8,544.51,554.95,1033459,499.0059840403,505.7302491377,495.4573191039,504.9568221644,1033459,0.0,1.0
BLK,2020-09-18 00:00:00+00:00,556.92,559.16,548.47,548.47,2989114,506.7493529143,508.7875604675,499.0605788855,499.0605788855,2989114,0.0,1.0
BLK,2020-09-21 00:00:00+00:00,552.59,556.755,542.52,548.63,659600,502.8094249208,506.59921709,493.6465900723,499.2061651393,659600,0.0,1.0
BLK,2020-09-22 00:00:00+00:00,550.8,556.55,544.53,551.15,565647,501.1806787064,506.4126847024,495.4755173856,501.4991486366,565647,0.0,1.0
BLK,2020-09-23 00:00:00+00:00,538.54,552.87,538.05,550.31,511422,490.025132009,503.064200865,489.5792741067,500.7348208042,511422,0.0,1.0
BLK,2020-09-24 00:00:00+00:00,535.05,542.11,531.81,537.28,552840,486.849531848,493.2735252969,483.9014102085,488.8786402603,552840,0.0,1.0
BLK,2020-09-25 00:00:00+00:00,547.81,548.9,531.39,532.95,486378,498.4600355885,499.4518419425,483.5192462923,484.9387122669,486378,0.0,1.0
BLK,2020-09-28 00:00:00+00:00,558.65,563.94,554.0,554.44,567033,508.3235042835,513.1369497997,504.0924037824,504.4927659804,567033,0.0,1.0
BLK,2020-09-29 00:00:00+00:00,554.8,562.2,552.37,560.16,409654,504.8203350514,511.5536992897,502.6092438218,509.6974745537,409654,0.0,1.0
BLK,2020-09-30 00:00:00+00:00,563.55,570.885,555.11,557.2,741054,512.7820833061,519.4563031287,505.1024084182,507.0041288584,741054,0.0,1.0
BLK,2020-10-01 00:00:00+00:00,567.91,578.24,566.17,576.84,551296,516.7493087221,526.1487212331,515.1660582121,524.8748415124,551296,0.0,1.0
BLK,2020-10-02 00:00:00+00:00,570.12,574.67,559.18,560.54,523471,518.7602188528,522.9003279452,508.8057587492,510.0432419065,523471,0.0,1.0
BLK,2020-10-05 00:00:00+00:00,580.98,581.52,573.0,574.7,435362,528.6418858294,529.133239436,521.3807714212,522.9276253678,435362,0.0,1.0
BLK,2020-10-06 00:00:00+00:00,580.23,590.6044,578.13,580.98,704311,527.9594502647,537.3992629611,526.0486306836,528.6418858294,704311,0.0,1.0
BLK,2020-10-07 00:00:00+00:00,592.05,592.79,584.32,584.32,573701,538.7146347642,539.387971188,531.6809988775,531.6809988775,573701,0.0,1.0
BLK,2020-10-08 00:00:00+00:00,604.44,606.21,594.34,595.36,538097,549.9884702929,551.5990182255,540.7983380217,541.7264503897,538097,0.0,1.0
BLK,2020-10-09 00:00:00+00:00,611.57,614.3,606.58,610.6,525143,556.4761577278,558.9602231833,551.9356864374,555.5935410642,525143,0.0,1.0
BLK,2020-10-12 00:00:00+00:00,614.89,620.66,613.66,615.37,644719,559.4970724942,564.7472767718,558.3778781681,559.9338312556,644719,0.0,1.0
BLK,2020-10-13 00:00:00+00:00,638.96,646.29,626.16,634.17,1155021,581.3987045502,588.0683748024,569.7518042462,577.0402160771,1155021,0.0,1.0
BLK,2020-10-14 00:00:00+00:00,639.85,643.46,634.05,641.83,694202,582.208528087,585.4933179383,576.9310263867,584.0101579777,694202,0.0,1.0
BLK,2020-10-15 00:00:00+00:00,646.24,648.9,632.64,634.09,792733,588.0228790981,590.4432505675,575.6480475251,576.9674229502,792733,0.0,1.0
BLK,2020-10-16 00:00:00+00:00,657.38,659.57,648.0,652.04,765555,598.1593220189,600.1520338678,589.6243278899,593.3003807983,765555,0.0,1.0
BLK,2020-10-19 00:00:00+00:00,634.89,666.64,633.03,658.25,775662,577.6953542192,606.5851264576,576.0029140187,598.950947274,775662,0.0,1.0
BLK,2020-10-20 00:00:00+00:00,645.07,650.9848,636.62,636.62,473550,586.9582796172,592.3402394545,579.2695055884,579.2695055884,473550,0.0,1.0
BLK,2020-10-21 00:00:00+00:00,634.99,653.72,634.82,646.58,452696,577.7863456278,594.8290364632,577.6316602331,588.3322498874,452696,0.0,1.0
BLK,2020-10-22 00:00:00+00:00,635.18,637.83,629.82,635.0,483384,577.9592293042,580.3705016327,573.0820898019,577.7954447687,483384,0.0,1.0
BLK,2020-10-23 00:00:00+00:00,637.31,639.1599,633.51,637.87,494217,579.8973463079,581.580596376,576.4396727801,580.4068981962,494217,0.0,1.0
BLK,2020-10-26 00:00:00+00:00,622.19,631.59,615.83,630.0,686099,566.1394453238,574.6926377345,560.3523917352,573.2458743374,686099,0.0,1.0
BLK,2020-10-27 00:00:00+00:00,614.53,624.58,613.47,620.32,349823,559.1695034231,568.3141399899,558.2049944917,564.4379059825,349823,0.0,1.0
BLK,2020-10-28 00:00:00+00:00,600.71,606.445,596.26,602.69,645648,546.5944907511,551.8128480358,542.5453730673,548.3961206419,645648,0.0,1.0
BLK,2020-10-29 00:00:00+00:00,602.33,606.59,590.26,600.21,447449,548.0685515709,551.9447855783,537.0858885498,546.139533708,447449,0.0,1.0
BLK,2020-10-30 00:00:00+00:00,599.21,600.87,587.9,597.58,530463,545.2296196218,546.7400770049,534.9384913063,543.7464596612,530463,0.0,1.0
BLK,2020-11-02 00:00:00+00:00,614.87,618.35,606.4462,608.96,455350,559.4788742124,562.6453752326,551.8139399327,554.1012819627,455350,0.0,1.0
BLK,2020-11-03 00:00:00+00:00,629.26,633.34,619.0,620.9,560555,572.5725379136,576.2849873855,563.2368193887,564.9656561525,560555,0.0,1.0
BLK,2020-11-04 00:00:00+00:00,651.6,657.98,627.8101,628.29,811990,592.9000186004,598.7052704707,571.2532534799,571.6899212499,811990,0.0,1.0
BLK,2020-11-05 00:00:00+00:00,668.19,672.0,659.78,661.02,714509,607.9954932913,611.4622659599,600.3431158259,601.4714092929,714509,0.0,1.0
BLK,2020-11-06 00:00:00+00:00,654.9,668.0,654.19,666.06,493945,595.902735085,607.8226096149,595.2566960838,606.0573762876,493945,0.0,1.0
BLK,2020-11-09 00:00:00+00:00,666.02,692.73,663.18,685.12,870313,606.0209797241,630.3247849679,603.4368237192,623.4003387715,870313,0.0,1.0
BLK,2020-11-10 00:00:00+00:00,660.6,666.54,645.12,661.07,758008,601.0892453766,606.494135049,587.0037753215,601.5169049972,758008,0.0,1.0
BLK,2020-11-11 00:00:00+00:00,670.62,675.7475,667.025,670.79,455787,610.2065845209,614.8721689981,606.9354433808,610.3612699155,455787,0.0,1.0
BLK,2020-11-12 00:00:00+00:00,659.79,668.67,654.87,665.76,501907,600.3522149668,608.4322520527,595.8754376624,605.7844020617,501907,0.0,1.0
BLK,2020-11-13 00:00:00+00:00,669.77,671.1,658.29,660.0,664060,609.4331575476,610.6433432823,598.9873438374,600.5432969249,664060,0.0,1.0
BLK,2020-11-16 00:00:00+00:00,676.43,682.5,669.265,682.5,607760,615.493185362,621.0163638655,608.973650934,621.0163638655,607760,0.0,1.0
BLK,2020-11-17 00:00:00+00:00,667.49,676.46,664.51,676.46,768905,607.3585534309,615.5204827846,604.6470094539,615.5204827846,768905,0.0,1.0
BLK,2020-11-18 00:00:00+00:00,669.89,676.65,668.9545,670.8,509045,609.5423472379,615.693366461,608.6911226102,610.3703690564,509045,0.0,1.0
BLK,2020-11-19 00:00:00+00:00,673.48,675.34,663.24,665.97,471167,612.8089388075,614.501379008,603.4914185643,605.9754840198,471167,0.0,1.0
BLK,2020-11-20 00:00:00+00:00,672.71,675.75,669.0,674.02,396240,612.1083049611,614.8744437833,608.7325237011,613.3002924141,396240,0.0,1.0
BLK,2020-11-23 00:00:00+00:00,682.87,689.0,673.84,676.88,505375,621.3530320774,626.9308054261,613.1365078786,615.9026467008,505375,0.0,1.0
BLK,2020-11-24 00:00:00+00:00,699.3,700.66,686.5,694.67,649259,636.3029205145,637.5404036718,624.6560202105,632.0900182952,649259,0.0,1.0
BLK,2020-11-25 00:00:00+00:00,703.61,704.26,696.42,698.12,401239,640.2246502263,640.8160943823,633.6823679461,635.2292218927,401239,0.0,1.0
BLK,2020-11-27 00:00:00+00:00,715.11,718.85,705.14,706.75,313425,650.6886622181,654.0917409007,641.6168187782,643.0817804571,313425,0.0,1.0
BLK,2020-11-30 00:00:00+00:00,698.35,713.19,697.73,710.31,888410,635.4385021326,648.9416271725,634.8743553991,646.3210746041,888410,0.0,1.0
BLK,2020-12-01 00:00:00+00:00,715.23,720.51,705.2,709.67,523377,650.7978519085,655.6021982839,641.6714136234,645.7387295889,523377,0.0,1.0
BLK,2020-12-02 00:00:00+00:00,718.36,718.81,708.98,715.0,484103,653.6458829984,654.0553443372,645.1108888694,650.5885716686,484103,0.0,1.0
BLK,2020-12-03 00:00:00+00:00,715.42,721.82,711.755,718.36,604411,654.273723718,660.1267217216,650.9219678299,656.9624446759,604411,3.63,1.0
BLK,2020-12-04 00:00:00+00:00,703.47,720.29,696.55,713.42,816358,643.3450790079,658.7274893864,637.0165249165,652.4446618418,816358,0.0,1.0
BLK,2020-12-07 00:00:00+00:00,709.49,709.575,699.025,702.7,680588,648.8505552552,648.9282903849,639.2799889882,642.6408901856,680588,0.0,1.0
BLK,2020-12-08 00:00:00+00:00,713.92,718.55,703.475,706.79,598173,652.9019273108,657.1362055541,643.3496516626,646.3813217224,598173,0.0,1.0
BLK,2020-12-09 00:00:00+00:00,701.68,716.145,696.84,715.84,489465,641.7080686288,654.9367586481,637.2817388885,654.6578267119,489465,0.0,1.0
BLK,2020-12-10 00:00:00+00:00,698.41,702.7407,694.25,699.59,438642,638.7175524613,642.6781115948,634.9131037589,639.7966989682,438642,0.0,1.0
BLK,2020-12-11 00:00:00+00:00,695.2,697.03,689.4533,692.3,488140,635.7819081501,637.4554997667,630.5263732082,633.1297684296,488140,0.0,1.0
